"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"50060","Salida Fire Protection District","4820 Salida BLVD",,"Salida","CA","95368",,,"PO Box 1335","Salida","CA","95368-1335","209-545-0365","209-545-3840","099","Mostly volunteer",,"https://www.salidafire.com/","3","8","20","0","1","0","Yes"
"27070","Salinas Fire Department","65 W Alisal ST STE 210",,"Salinas","CA","93901-2750","65 W Alisal ST STE 210",,,"Salinas","CA","93901-2750","831-758-7261","831-758-7265","053","Career",,"https://www.cityofsalinas.org/our-city-services/fire-department","7","86","0","0","7","0","Yes"
"13050","Salton Community Services District Fire Dept","2152 Riviera CT","PO Box 5268","Salton City","CA","92275-5268","2152 Riviera CT",,"PO Box 5268","Salton City","CA","92275-5268","760-394-4446","760-394-4242","025","Volunteer",,"https://www.saltoncsd.ca.gov/fire.php","2","0","13","0","0","0",
"53014","Salyer Volunteer Fire Department","275 Salyer Loop RD",,"Salyer","CA","95563",,,"PO Box 235","Salyer","CA","95563-0235","530-629-2778",,"105","Volunteer",,,"1","0","13","0","0","0","Yes"
"12110","Samoa Peninsula Fire District","1982 Gass ST",,"Samoa","CA","95564-9509",,,"PO Box 234","Samoa","CA","95564-0234","707-443-9042",,"023","Volunteer",,"https://www.samoafire.org/","2","0","12","0","0","0","Yes"
"05035","San Andreas Fire Protection District","37 Church Hill RD",,"San Andreas","CA","95249",,,"PO Box 88","San Andreas","CA","95249-0088","209-754-4693","209-754-5322","009","Mostly volunteer",,"https://sanandreasfire.org/","1","2","35","0","1","3","No"
"01140","San Antone Valley Volunteer Fire Department","47405 Mines RD",,"Livermore","CA","94550-8454","47405 Mines RD",,,"Livermore","CA","94550-8454","408-897-3232",,"001","Volunteer",,,"0","0","15","0","0","3",
"49250","San Antonio Volunteer Fire Company","1550 Petaluma BLVD S","PO Box 4954","Petaluma","CA","94952","1550 Petaluma BLVD S",,"PO Box 4954","Petaluma","CA","94952","707-769-0353",,"097","Volunteer",,,"3","0","25","0","0","4",
"35020","San Benito County Fire Department","2221 Garden RD",,"Monterey","CA","93940","2221 Garden RD",,,"Monterey","CA","93940","831-333-2600","831-333-2660","053","Mostly volunteer",,,"1","5","0","25","0","0",
"36193","San Bernardino County Fire Protection District","157 W 5TH ST, FL 2",,"San Bernardino","CA","92415-0225","157 W 5TH ST, FL 2",,,"San Bernardino","CA","92415-0225","909-387-5779","909-387-5542","071","Mostly career",,"https://www.sbcfire.org/","57","620","0","20","234","0","Yes"
"41080","San Bruno Fire Department","555 El Camino Real",,"San Bruno","CA","94066","567 El Camino Real",,,"San Bruno","CA","94066-4247","650-616-7096","650-873-2732","081","Career",,"https://sanbruno.ca.gov/fire_main.html","2","32","0","0","1","0","Yes"
"37047","San Diego County Fire Authority","5510 Overland Drive","STE 250","San Diego","CA","92123-1239","5510 Overland DR","STE 250",,"San Diego","CA","92123-1239","858-974-5999",,"073","Mostly career",,"https://www.sandiegocounty.gov/sdcfa/","18","133","70","0","48","0","No"
"38005","San Francisco Fire Department","698 2ND ST",,"San Francisco","CA","94107-2015","698 2ND ST",,,"San Francisco","CA","94107-2015","415-558-3403","415-558-3407","075","Career",,"https://sf-fire.org/","49","1700","0","0","100","0","No"
"19165","San Gabriel Fire Deparetment","1303 S Del Mar AVE",,"San Gabriel","CA","91776-3315","1303 S Del Mar AVE",,,"San Gabriel","CA","91776-3315","626-308-2880","626-280-6474","037","Career",,"https://sangabrielcity.com/","2","36","0","0","1","0","Yes"
"33085","San Jacinto Fire Service","132 S San Jacinto ST",,"San Jacinto","CA","92583","132 S San Jacinto ST",,,"San Jacinto","CA","92583","951-925-7060",,"065","Mostly volunteer",,,"1","7","10","0","1","0",
"43070","San Jose Fire Department","1661 Senter RD STE 300",,"San Jose","CA","95112-2522","1661 Senter RD STE 300",,,"San Jose","CA","95112-2522","408-794-6950","408-297-2804","085","Career",,"https://www.sjfd.org/","34","679","0","0","113","0","Yes"
"35035","San Juan Bautista Fire Department","311 Second ST","PO Box 1420","San Juan Bautista","CA","95045-1420",,,"PO Box 1420","San Juan Bautista","CA","95045-1420","831-623-4513",,"069","Volunteer",,"https://www.sjbfd.org","1","0","25","0","0","0",
"40060","San Luis Obispo City Fire Department","2160 Santa Barbara ST",,"San Luis Obispo","CA","93401","2160 Santa Barbara AVE",,,"San Luis Obispo","CA","93401-5240","805-781-7380","805-543-8019","079","Career",,"https://www.slocity.org/government/department-directory/fire-department","4","45","0","0","13","0","Yes"
"40080","San Luis Obispo County Fire Department","635 N Santa Rosa ST",,"San Luis Obispo","CA","93405-7815","635 N Santa Rosa ST",,,"San Luis Obispo","CA","93405-7815","805-543-4244","805-543-4248","079","Mostly volunteer",,,"18","106","0","225","9","75","No"
"36199","San Manuel Band of Mission Indians Fire Department","26540 Indian Service RD",,"Highland","CA","92346-1714","26540 Indian Service RD",,,"Highland","CA","92346-1714","909-864-6928","909-863-4374","071","Career",,,"1","45","0","0","10","0","Yes"
"37145","San Marcos Fire Department","1 Civic Center DR",,"San Marcos","CA","92069-2918","1 Civic Center DR",,,"San Marcos","CA","92069-2918","760-744-1050","760-744-5213","073","Career",,"https://www.san-marcos.net/","4","68","0","0","25","10","Yes"
"42065","San Marcos Pass Volunteer Fire Department","5593 W Camino Cielo",,"Santa Barbara","CA","93105","5593 W Camino Cielo",,,"Santa Barbara","CA","93105","805-683-4920","805-683-5792","083","Volunteer",,,"3","0","11","0","0","1",
"19170","San Marino Fire Department","2200 Huntington DR",,"San Marino","CA","91108-2639","2200 Huntington DR",,,"San Marino","CA","91108-2639","626-300-0735","626-300-0727","037","Career",,"https://www.cityofsanmarino.org/government/departments/fire/index.php","1","20","0","0","1","0","Yes"
"41115","San Mateo County Fire Department","20 Tower RD",,"San Mateo","CA","94402","20 Tower RD",,,"San Mateo","CA","94402","650-345-1612","650-573-3850","081","Mostly career",,,"6","63","40","0","4","0",
"41090","San Mateo Fire Department","1900 O'Farrell ST, STE 140",,"San Mateo","CA","94402-1332","1900 O'Farrell ST, STE 140",,,"San Mateo","CA","94402-1332","650-522-7900","650-522-7901","081","Career",,"https://www.cityofsanmateo.org","6","82","0","0","8","0",
"40065","San Miguel Community Services District Fire Department","1150 Mission ST","PO Box 180","San Miguel","CA","93451-0180","1150 Mission ST",,"PO Box 180","San Miguel","CA","93451-0180","805-467-3300","805-467-9212","079","Mostly volunteer",,"https://sanmiguelcsd.org","1","1","0","17","0","0",
"37165","San Miguel Consolidated Fire Protection District","2850 Via Orange WAY",,"Spring Valley","CA","91978-1746","2850 Via Orange WAY",,,"Spring Valley","CA","91978-1746","619-670-0500","619-670-5331","073","Mostly career",,"https://www.sanmiguelfire.org/","8","80","20","0","8","2","Yes"
"37146","San Onofre Fire Department","5000 Mesa RD","PO Box 128","San Clemente","CA","92674","5000 Mesa RD",,"PO Box 128","San Clemente","CA","92674","949-368-6655","949-368-5001","059","Career",,,"2","20","0","0","0","0",
"37152","San Pasqual Reservation Fire Department","16150 Kumeyaay WAY",,"Valley Center","CA","92082","16150 Kumeyaay WAY",,,"Valley Center","CA","92082-6717","760-749-7542","760-749-4872","073","Mostly career",,"https://www.sprfd.com/contact.html","1","23","0","6","0","0","Yes"
"21075","San Rafael Fire Department","1039 C ST",,"San Rafael","CA","94901-2807","1039 C ST",,,"San Rafael","CA","94901-2807","415-485-3304","415-453-1627","041","Mostly career",,"https://www.cityofsanrafael.org/fire-home/","7","83","0","66","8","0","Yes"
"07035","San Ramon Valley Fire Protection District","1500 Bollinger Canyon RD",,"San Ramon","CA","94583-1756","1500 Bollinger Canyon RD",,,"San Ramon","CA","94583-1756","925-838-6600","925-838-6629","013","Career",,"https://www.firedepartment.org/","10","130","0","0","48","56","Yes"
"15070","Sand Canyon Volunteer Fire Department","PO Box 463",,"Tehachapi","CA","93581",,,"PO Box 463","Tehachapi","CA","93581","661-822-0303",,"029","Volunteer",,,"1","0","20","0","0","0",
"10090","Sanger Fire Department","1700 Seventh ST",,"Sanger","CA","93657-2804","1700 Seventh ST",,,"Sanger","CA","93657-2804","559-875-6568","559-875-6611","019","Career",,"https://www.ci.sanger.ca.us/","1","26","0","0","2","15","Yes"
"30075","Santa Ana Fire Department","1439 S Broadway",,"Santa Ana","CA","92707","1439 S Broadway",,,"Santa Ana","CA","92707-1712","714-647-5700","714-647-5779","059","Mostly career",,"https://www.ci.santa-ana.ca.us/fire/default.asp","10","250","50","0","47","0","Yes"
"42025","Santa Barbara City Fire Department","121 W Carrillo ST",,"Santa Barbara","CA","93101-3214","121 W Carillo ST",,,"Santa Barbara","CA","93101-3214","805-965-5254","805-564-5730","083","Career",,"https://www.santabarbaraca.gov/Government/Departments/Fire/","8","98","0","0","7","0","Yes"
"42035","Santa Barbara County Fire Department","4410 Cathedral Oaks RD",,"Santa Barbara","CA","93110","4410 Cathedral Oaks RD",,,"Santa Barbara","CA","93110-1042","805-681-5500","805-681-5563","083","Career",,"https://www.sbcfire.com","16","243","0","0","49","0","No"
"43080","Santa Clara County Fire Department","14700 Winchester BLVD",,"Los Gatos","CA","95032","14700 Winchester BLVD",,,"Los Gatos","CA","95032-1818","408-378-4010","408-378-9342","085","Mostly career",,"https://www.sccfd.org/","17","252","40","0","56","0","No"
"43090","Santa Clara Fire Department","777 Benton ST",,"Santa Clara","CA","95050-4926","777 Benton ST",,,"Santa Clara","CA","95050-4926","408-615-4900","408-246-8652","085","Mostly career",,"https://santaclaraca.gov/government/departments/fire","10","168","36","0","11","0","Yes"
"44095","Santa Cruz County Fire Department","6059 Highway 9",,"Felton","CA","95018",,,"PO Box Drawer F2","Felton","CA","95018-0316","831-335-5355",,"087","Mostly volunteer",,,"13","39","100","0","6","0","Yes"
"44055","Santa Cruz Fire Department","230 Walnut AVE",,"Santa Cruz","CA","95060-3817","230 Walnut AVE",,,"Santa Cruz","CA","95060-3817","831-420-5280","831-420-5281","087","Career",,"https://www.cityofsantacruz.com/departments/fire-department","4","58","0","0","2","0","Yes"
"19175","Santa Fe Springs Fire Department","11300 Greenstone AVE",,"Santa Fe Springs","CA","90670-4619","11300 Greenstone AVE",,,"Santa Fe Springs","CA","90670-4619","562-944-9713","562-941-1817","037","Career",,"https://www.santafesprings.org/","4","45","0","0","8","0","No"
"40070","Santa Margarita Fire Department","22375 G ST",,"Santa Margarita","CA","93453-0067",,,"PO Box 67","Santa Margarita","CA","93453-0067","805-438-3185","805-438-3185","079","Volunteer",,,"1","0","0","14","3","0",
"42040","Santa Maria City Fire Department","314 W Cook ST RM 8",,"Santa Maria","CA","93458-5557","314 W Cook ST RM 8",,,"Santa Maria","CA","93458-5557","805-925-0951","805-928-4746","083","Career",,"https://www.cityofsantamaria.org/3052.html","5","66","0","0","9","0","Yes"
"19180","Santa Monica Fire Department","333 Olympic DR",,"Santa Monica","CA","90401-3360","333 Olympic DR",,,"Santa Monica","CA","90401-3360","310-458-8652","310-458-8650","037","Career",,,"5","110","0","0","22","0","No"
"49145","Santa Rosa Fire Department","2373 Circadian WAY",,"Santa Rosa","CA","95407","2373 Circadian WAY",,,"Santa Rosa","CA","95407","707-543-3500","707-543-3520","097","Career",,"https://ci.santa-rosa.ca.us/departments/fire/Pages/default.aspx","8","135","0","0","9","0",
"37150","Santee Fire Department","10601 N Magnolia AVE",,"Santee","CA","92071-1222","10601 N Magnolia AVE",,,"Santee","CA","92071-1222","619-258-4100","619-562-6514","073","Career",,"https://www.ci.santee.ca.us/","2","57","0","0","3","0","Yes"
"43100","Saratoga Fire District","14380 Saratoga AVE",,"Saratoga","CA","95070","14380 Saratoga AVE",,,"Saratoga","CA","95070","408-867-9001","408-867-1330","085","Mostly career",,"https://www.saratogafire.com","1","26","20","0","3","2",
"21090","Sausalito Fire Department","333 Johnson ST",,"Sausalito","CA","94965-2118","333 Johnson ST",,,"Sausalito","CA","94965-2118","415-289-4153","415-289-4158","041","Mostly career",,"https://www.ci.sausalito.ca.us/sfd","1","19","0","1","2","0",
"49205","Schell-Vista Fire Protection District","22950 Broadway",,"Sonoma","CA","95476","22950 Broadway",,,"Sonoma","CA","95476-8237","707-938-2633","707-935-9681","097","Mostly volunteer",,"www.schellvistafire.org","2","6","45","45","3","0","Yes"
"12115","Scotia Volunteer Fire Department","145 Main ST",,"Scotia","CA","95565",,,"PO Box 185","Scotia","CA","95565-0185","707-764-4322","707-764-4399","023","Mostly volunteer",,,"1","1","17","0","0","0",
"47120","Scott Valley Fire Protection District","317 Maple ST",,"Greenview","CA","96037",,,"PO Box 130","Greenview","CA","96037-0130","530-468-2170","530-468-5430","093","Volunteer",,,"7","0","22","0","1","6","No"
"44070","Scotts Valley Fire Protection District","7 Erba LN",,"Scotts Valley","CA","95066-4103","7 Erba LN",,,"Scotts Valley","CA","95066-4103","831-438-0211","831-438-0383","087","Mostly career",,"https://www.scottsvalleyfire.com/","2","24","0","15","3","0","Yes"
"49070","Sea Ranch Volunteer Fire Company, Fire Division","960 Annapolis RD",,"The Sea Ranch","CA","95497",,,"PO Box 65","The Sea Ranch","CA","95497-0065","707-785-2648","707-785-3349","097","Mostly volunteer",,,"2","6","25","0","0","0",
"36020","Searles Valley Minerals Fire Department","13200 Main ST",,"Trona","CA","93562",,,"PO Box 367","Trona","CA","93592-0367","760-372-2296","760-372-2021","071","Career",,,"1","30","0","0","0","0","No"
"49180","Sebastopol Fire Department","7425 Bodega AVE",,"Sebastopol","CA","95472-3612","7425 Bodega AVE",,,"Sebastopol","CA","95472-3612","707-823-8061","707-823-4703","097","Mostly volunteer",,"https://ci.sebastopol.ca.us/page/about-fire-department","1","1","0","33","1","0","Yes"
"47070","Seiad Valley Volunteer Fire Department","44601 HWY 96","PO Box 504","Seiad Valley","CA","96086-0504","44601 HWY 96",,"PO Box 504","Seiad Valley","CA","96086","530-496-3512","530-496-3164","093","Volunteer",,,"1","0","13","0","0","2",
"10095","Selma Fire Department","1711 Tucker ST",,"Selma","CA","93662-3788","1711 Tucker ST",,,"Selma","CA","93662-3788","559-891-2211","559-896-4300","019","Mostly career",,"https://www.cityofselma.com/","2","21","0","15","1","0","Yes"
,"Sequoia & Kings Canyon National Parks","47050 Generals HWY",,"Three Rivers","CA","93271-9651","47050 Generals HWY",,,"Three Rivers","CA","93271-9651","559-565-3195","559-565-3797","107","Mostly volunteer",,,"5","4","0","25","0","0",
"54565","Sequoia National Forest - USFS","1839 S Newcomb ST",,"Porterville","CA","93257","1839 S Newcomb ST",,,"Porterville","CA","93257-9353","559-784-1500","559-781-4744","107","Mostly volunteer",,,"20","162","0","530","116","0",
"45095","Shasta College Fire Department","11555 Old Oregon Trl",,"Redding","CA","96049","11555 Old Oregon TRL",,,"Redding","CA","96003-7692","530-225-4624","530-225-4623","089","Mostly volunteer",,,"1","1","40","0","0","0",
"45086","Shasta County Fire Department","875 Cypress AVE",,"Redding","CA","96001-2719","875 Cypress AVE",,,"Redding","CA","96001-2719","530-225-2418","530-225-2514","089","Mostly volunteer",,"http://www.shastacountyfire.org/","18","13","165","0","8","100","No"
"45030","Shasta Lake Fire Protection District","4126 Ashby CT",,"Shasta Lake","CA","96019-9215","4126 Ashby CT",,,"Shasta Lake","CA","96019-9215","530-275-7474","530-275-6502","089","Mostly volunteer",,,"3","9","18","0","0","0","Yes"
"45555","Shasta Trinity National Forest","3644 Avtech PKWY",,"Redding","CA","96002-9241","3644 Avtech PKWY",,,"Redding","CA","96002-9241","530-226-2500","530-226-2484","089","Mostly career",,"https://www.fs.fed.us/r5/shastatrinity/fire/","23","250","0","25","0","75",
"10120","Shaver Lake Fire Department","41690 Tollhouse","PO Box 35","Shaver Lake","CA","93664-0035",,,"PO Box 35","Shaver Lake","CA","93664-0035","559-841-8136","559-841-3211","019","Volunteer",,"http://www.shaverlakefire.org/","2","0","20","0","0","0","Yes"
"12165","Shelter Cove Fire Department","9126 Shelter Cove RD","PO Box 426","Whitehorn","CA","95589","9126 Shelter Cove RD",,"PO Box 426","Whitehorn","CA","95589","707-986-7507","707-986-7852","023","Volunteer",,,"1","0","0","12","0","0",
"AF024","Sierra Army Depot Fire & Emergency Sevices","P-2 1st ST","Sierra Army Depot","Herlong","CA","96113","74 C ST",,,"Herlong","CA","96113-7400","530-827-4526","530-827-4619","035","Career",,"https://www.sierra.army.mil/index.html","1","29","0","0","0","0","No"
"46015","Sierra City Fire District","229 Main St. HWY",,"Sierra City","CA","96125","229 Main St. HWY",,"PO Box 516","Sierra City","CA","96125","530-862-1166",,"091","Volunteer",,,"3","0","18","0","0","5",
"55410","Sierra Conservation Center","5100 O'Byrnes Ferry RD","PO Box 497","Jamestown","CA","95327","5100 O'Byrnes Ferry RD","PO Box 497",,"Jamestown","CA","95327","209-984-5291","209-984-1142","109","Career",,,"1","4","0","0","0","0",
"46020","Sierra County Fire Protection District #1","202 E Main ST",,"Sierraville","CA","96126",,,"PO Box 255","Sierraville","CA","96126-0255","530-994-3344","530-994-3058","091","Volunteer",,"https://sierracountyfireprotectiondistrict1.org/","3","0","15","0","0","37","No"
"19185","Sierra Madre Fire Department","242 W Sierra Madre BLVD",,"Sierra Madre","CA","91024-2312","242 W Sierra Madre BLVD",,,"Sierra Madre","CA","91024-2312","626-355-3611","626-355-2611","037","Career",,,"1","13","0","0","1","0","Yes"
"10566","Sierra National Forest","1600 Tollhouse RD",,"Clovis","CA","93611-0532","1600 Tollhouse RD",,,"Clovis","CA","93611-0532","559-348-1515","559-348-0239","019","Career",,"www.fs.fed.us/r5/sierra/fire","14","195","0","0","5","0",
"32060","Sierra Valley Volunteer Fire Department","PO Box 211",,"Chilcoot","CA","96105-0211",,,"PO Box 211","Chilcoot","CA","96105-0211","530-993-4856","530-993-4685","063","Volunteer",,"https://www.sierravalleyfire.org","2","0","18","0","0","12",
"21092","Skywalker Ranch Fire Brigade","5858 Lucas Valley RD",,"Nicasio","CA","94946",,,"PO Box 2009","San Rafael","CA","94912-2009","415-662-1704","415-662-2060","041","Career",,"https://www.marinwoodfire.org/content/Local_Fire_Agencies/100146","1","10","0","0","0","0","No"
"58020","Smartsville Fire Protection District","PO Box 395",,"Smartsville","CA","95977",,,"PO Box 395","Smartsville","CA","95977","530-639-0405",,"115","Volunteer",,,"1","0","8","0","0","3",
"08050","Smith River Fire Protection District","245 N Haight AVE",,"Smith River","CA","95567",,,"PO Box 187","Smith River","CA","95567-0187","707-487-5621","707-487-2101","015","Volunteer",,,"2","0","0","18","3","0","No"
"33088","Soboba Band of Luiseno Indians Fire Department","23121 Soboba RD",,"San Jacinto","CA","92583",,,"PO Box 487","San Jacinto","CA","92581-0487","951-654-1092",,"065","Career",,,"1","22","0","0","1","0","Yes"
"37160","Solana Beach Fire Department","500 Lomas Santa Fe DR",,"Solana Beach","CA","92075-1322","635 S Highway 101",,,"Solana Beach","CA","92075-2215","858-720-2410","858-259-7698","073","Career",,"https://www.ci.solana-beach.ca.us/","1","19","0","0","1","0","Yes"
"42045","Solvang Fire Department","1644 Oak ST","PO Box 107","Solvang","CA","93463","1644 Oak ST",,"PO Box 107","Solvang","CA","93464","805-688-6046","805-686-2049","083","Mostly volunteer",,,"1","2","0","18","1","0",
"49201","Sonoma County Department of Fire and Emergency Services","2300 County Center DR","Suite 221 A","Santa Rosa","CA","95403","2300 County Center DR","Suite 221 A",,"Santa Rosa","CA","95403","707-565-1152","707-565-1172","097","Mostly volunteer",,"https://www.sonoma-county.org/fire","25","12","200","5","20","200",
"49200","Sonoma Valley Fire & Rescue Authority","630 2ND ST W",,"Sonoma","CA","95476-6901","630 2ND ST W",,,"Sonoma","CA","95476-6901","707-996-2102","707-996-2868","097","Mostly career",,"https://www.svfra.org/","10","102","36","0","6","8","Yes"
"23040","South Coast Fire Protection District","39215 Church ST",,"Gualala","CA","95445",,,"PO Box 334","Gualala","CA","95445-0334","707-884-4700","707-884-4705","045","Volunteer",,,"4","0","22","0","2","0","Yes"
"17040","South Lake Couny Fire Protection District","21095 State Highway 175",,"Middletown","CA","95461",,,"PO Box 1360","Middletown","CA","95461-1360","707-987-3089","707-987-9478","033","Mostly volunteer",,,"4","12","0","22","1","0","No"
"09060","South Lake Tahoe Fire Rescue","2101 Lake Tahoe BLVD",,"South Lake Tahoe","CA","96150-6424","2101 Lake Tahoe BLVD",,,"South Lake Tahoe","CA","96150-6424","530-542-6160","530-541-0634","017","Career",,"https://www.cityofslt.us/fire/","4","36","0","0","1","0","Yes"
"27155","South Monterey County Fire Protection District","2221 Garden RD",,"Monterey","CA","93940-5317","2221 Garden RD",,,"Monterey","CA","93940-5317","831-333-4600","831-333-2660","053","Volunteer",,,"3","0","0","50","0","0","No"
"19195","South Pasadena Fire Department","817 Mound AVE",,"South Pasadena","CA","91030-3298","817 Mound AVE",,,"South Pasadena","CA","91030-3298","626-403-7300","626-403-7301","037","Career",,"https://www.southpasadenaca.gov/government/departments/fire","1","20","0","0","2","0","Yes"
"31150","South Placer Fire District","6900 Eureka RD",,"Granite Bay","CA","95746-6531","6900 Eureka RD",,,"Granite Bay","CA","95746-6531","916-791-7059","916-791-2199","061","Mostly career",,"https://www.southplacerfire.org/","5","42","20","6","2","2","Yes"
"41095","South San Francisco Fire Department","480 N Canal ST",,"South San Francisco","CA","94080","480 N Canal ST",,,"South San Francisco","CA","94080-4603","650-829-3950","650-829-3954","081","Career",,"https://www.ssf.net/departments/fire","5","80","0","0","15","0","Yes"
"39120","South San Joaquin County Fire Authority","835 N Central AVE",,"Tracy","CA","95376-4105","835 N Central AVE",,,"Tracy","CA","95376-4105","209-831-6700","209-831-6703","077","Mostly career",,"http://southcountyfa.org/","7","71","0","7","9","0","Yes"
"43045","South Santa Clara County Fire District","15670 Monterey ST",,"Morgan Hill","CA","95037-5431","15670 Monterey ST",,,"Morgan Hill","CA","95037-5431","408-779-2121","408-779-1679","085","Mostly career",,"https://www.ssccfd.com/","3","24","0","15","6","0","No"
"47115","South Yreka Fire Protection District","3420 Easy ST","PO Box 993","Yreka","CA","96097","3420 Easy ST",,,"Yreka","CA","96097","530-842-1477",,"093","Volunteer",,,"1","0","16","0","0","0",
"14042","Southern Inyo Fire Protection District","410 Tecopa Hot Springs RD","PO Box 51","Tecopa","CA","92389-0051","410 Tecopa Hot Springs RD",,"PO Box 51","Tecopa","CA","92389-0051","760-852-4130","760-852-4130","027","Mostly volunteer",,,"1","1","0","7","0","0",
"21045","Southern Marin Fire Protection District","28 Liberty Ship WAY","STE 2800","Sausalito","CA","94965-3319","28 Liberty Ship WAY","STE 2800",,"Sausalito","CA","94965-3319","415-388-8182","415-388-8181","041","Career",,"https://www.smfd.org/","4","53","0","0","7","0","Yes"
"18065","Spalding Community Services District Fire Department","502-907 Mahogany WAY",,"Susanville","CA","96130-9237","502-907 Mahogany WAY",,,"Susanville","CA","96130-9237","530-825-3258","530-825-3264","035","Volunteer",,,"1","0","2","0","0","1",
"43140","Spring Valley Volunteer Fire Department","5579 Sweigert RD",,"San Jose","CA","95132",,,"PO Box 360211","Milpitas","CA","95036-0211","408-228-3997",,"085","Volunteer",,"https://www.svvfd.org/","1","0","54","0","0","10","No"
"31070","Squaw Valley Fire Department","305 Squaw Valley RD",,"Olympic Valley","CA","96146",,,"PO Box 2522","Olympic Valley","CA","96146-2522","530-583-6111","530-583-0624","061","Mostly career",,"https://www.svpsd.org/svfd/fire","1","13","0","3","1","0","No"
"28015","St. Helena Fire Department","1480 Main ST",,"Saint Helena","CA","94574","1480 Main ST",,,"Saint Helena","CA","94574-1854","707-967-2880","707-963-7057","055","Volunteer",,"https://www.sthelenafire.com","1","0","0","28","2","0","Yes"
"18030","Standish Litchfield Fire Protection District","PO Box 120",,"Standish","CA","96128-0120",,,"PO Box 120","Standish","CA","96128-0120","530-254-6601",,"035","Volunteer",,,"1","0","13","0","1","4",
"50075","Stanislaus Consolidated Fire Protection District","3324 Topeka ST",,"Riverbank","CA","95367-2330","3324 Topeka ST",,,"Riverbank","CA","95367-2330","209-869-7470","209-869-7475","099","Mostly career",,"http://scfpd.us/","6","51","5","0","2","0","No"
"43145","Stevens Creek Volunteer Fire Department","13826 Stevens Canyon RD",,"Cupertino","CA","95014",,,"PO Box 2673","Cupertino","CA","95015-2673","408-687-3591",,"085","Volunteer",,"http://www.scvfd.org/Home.html","1","0","7","0","0","1","No"
"21095","Stinson Beach Fire Protection District","3410 Shoreline HWY",,"Stinson Beach","CA","94970",,,"PO Box 127","Stinson Beach","CA","94970-0127","415-868-0622","415-868-9256","041","Mostly volunteer",,,"2","1","30","2","0","0","Yes"
"39065","Stockton Fire Department","400 E Main ST, 4TH FL",,"Stockton","CA","95202","425 N El Dorado ST",,,"Stockton","CA","95202-1951","209-937-8801","209-937-8836","077","Career",,"http://www.stocktongov.com/government/departments/fire/default.html","12","182","0","0","29","0","Yes"
"18068","Stones-Bengard Community Service District","509-695 Stone RD, Eagle Lake",,"Susanville","CA","96130","509-695 Stone RD, Eagle Lake",,,"Susanville","CA","96130","530-825-3350","530-825-3350","035","Volunteer",,,"1","0","4","0","1","0",
"55025","Strawberry Volunteer Fire Department","27217 Tananger LN",,"Strawberry","CA","95375",,,"PO Box 1185","Pinecrest","CA","95364-1185","209-965-3513",,"109","Volunteer",,,"1","0","7","0","1","2","Yes"
"48030","Suisun Fire Protection District","445 Jackson ST",,"Fairfield","CA","94533","445 Jackson ST",,,"Fairfield","CA","94533","707-425-3605","707-425-3615","095","Mostly volunteer",,,"2","2","36","0","0","8",
"18040","Susan River Fire Protection District","472-355 Richmond RD N",,"Susanville","CA","96130","472-355 Richmond RD N",,,"Susanville","CA","96130-4999","530-257-7477","530-257-7132","035","Mostly volunteer",,,"3","1","23","0","0","1","Yes"
"18035","Susanville Fire Department","1505 Main ST",,"Susanville","CA","96130-4427","1505 Main ST",,,"Susanville","CA","96130-4427","530-257-5152","530-257-5535","035","Mostly volunteer",,"http://www.cityofsusanville.net/rooptown/fire-department/","1","8","29","0","1","5","Yes"
"51055","Sutter County Fire Department","1130 Civic Center Blvd STE E",,"Yuba City","CA","95993-3008","1130 Civic Center BLVD",,,"Yuba City","CA","95993-3008","530-822-4575","530-822-7724","101","Mostly career",,,"4","21","20","0","0","0","No"
"03035","Sutter Creek Fire Protection District","350 Hanford","PO Box 365","Sutter Creek","CA","95685-0365",,,"PO Box 365","Sutter Creek","CA","95685-0365","209-267-0285","209-267-0587","005","Volunteer",,,"3","0","32","0","1","0",
"37224","Sycuan Fire Department","5449 Sycuan RD",,"El Cajon","CA","92019","5449 Sycuan RD",,,"El Cajon","CA","92019-1821","619-445-2893","619-445-6991","073","Career",,"https://sycuan.com/fire_department.html","2","21","0","0","0","0","Yes"
"15040","Tehachapi City Fire Department","108 Pinon ST",,"Tehachapi","CA","93561","108 Pinon ST",,,"Tehachapi","CA","93561","661-822-2230","661-822-2179","029","Mostly volunteer",,"https://www.tehachapicityhall.com/firedept.html","1","3","0","15","0","2",
"52030","Tehama County Fire Department","604 Antelope BLVD",,"Red Bluff","CA","96080-2408","604 Antelope BLVD",,,"Red Bluff","CA","96080-2408","530-528-5199","530-529-8538","103","Mostly volunteer",,"http://www.tehamacountyfire.org/","15","18","0","83","6","0","Yes"
"33115","Temecula Fire Service","43200 Business Park DR",,"Temecula","CA","92589","43200 Business Park DR",,,"Temecula","CA","92589","951-694-6405","951-506-5169","065","Mostly career",,,"4","43","25","0","11","0",
